our accounting systems and processes are not aligned with construction which inhibits the speed required to meet finot applicablencial deadlines or prompt payment.  ,not applicable
"Over my years at CBRE, my main issue with all of these ""tools"", is the lack of integration between the tools and ERP systems, ",not applicable
PDA is good as a stand alone tool for approving J&As however it is stand alone. ,not applicable
"Project manot applicablegement tools are vast, it should be short and crispy.",not applicable
"The cbre project systems are all stand alone without any finot applicablence tools to track project performance, order book, or conduct any Percentage of Completion accounting which means the Principal Projects business is run on spreadsheets ",not applicable
the CCP tool is very good and could be enhanced further to include more images. It would also be good that once approved it could be dynot applicablemically updated over the life of the project with out having to reissue for further approval ,not applicable
The tools could be linked so that updates in one automatically makes the appropriate update in others.,not applicable
This also goes for Kahua as the information is meant to be integrated. ,not applicable
Traceability of information throughout the lifecycle of the project,not applicable
"Utilization is so difficult that many processes are done outside of Kahua, because instead of being a ""tool"" to make the jobs of Project Manot applicablegers easier. ",not applicable
"  At the speed and volume we have to perform to, it is a big challenge to learn new tools with the risk that they are difficult or clunky to use.  Now that I know this portal is hear, I will look into it.  ",not applicable
The Tool is clunky - There should be more drop down options,not applicable
User interface is not intuitive and can be a little cumbersome to use. Very outdated GUI compared to other tools in the market.  ,not applicable
Answer to question 1 = all of the above,not applicable
I dont really use quantum?,not applicable
I don't use it as part of my job in any way. ,not applicable
I don't use Service Insight ,not applicable
i never use it.,not applicable
In general is one tool complet,not applicable
æ— ,not applicable
Comments already provided to the team,not applicable
Don't know what Quantum is.,not applicable
Feedback has previously been fed back. Nothing has changed. ,not applicable
n/a,not applicable
n/a,not applicable
N/A,not applicable
not applicable,not applicable
not applicable,not applicable
not applicable,not applicable
not applicable,not applicable
No,not applicable
no,not applicable
No,not applicable
No,not applicable
no,not applicable
no not at this time,not applicable
None,not applicable
None,not applicable
None as of this time ,not applicable
None to mention,not applicable
Nope.,not applicable
nothing for now. ,not applicable
The app,not applicable
It would be helpful if more elements could be tailored for individual accounts. ,not applicable
"We are in the middle of an active RFP that includes competitors like JLL and Cushman.  The feedback that we've received from our client is that ServiceInsight significantly lags the technology used by our competitors.  While I understand CBRE is investing heavily in Jarvis, I am not aware of any end users that are involved in the development process.  In the spirit of inclusivity I would like to see CBRE include service engineers and facility manot applicablegers in the Jarvis development process. ",not applicable
"Firstly, nobody in manot applicablegement seems to realise what users are saying, SI7 is not fit for purpose!! Things have never worked properly & since the 'upgrade' 2.5 years ago it's been worse. Over half of our jobs disappeared after the change over to SI7. Our guy met with the SI7 rep for 2 days, went through all the problems & nothing was changed or done about them. Task cards are not correct for jobs. You can't add hours or edit after a jobs closed. You can't see other users times that have been booked to a job so can't tell if times overlap. You can't drag & drop jobs in the dashboard any more. Why did you waste time developing JARVIS when it's hardly used & the core basics aren'y running properly? Why is no-one in manot applicablegement willing to step up & get things fixed & working properly?   These are just some of the problems, but no-one listens to the boots on the ground when they're saying thing's need to be fixed for us to do our jobs properly!",Feature Request/ Enhancement
DO NOT MOVE FORWARD WITH JARVIS. We are one of the accounts testing it and it is the absolute worst. Please just improve SI similar to how it occurred when we changed from SI 6 to Si 7.,not applicable
I am offering that information during the UAT testing for Jarvis. ,not applicable
SI7 is a big component to getting our work done. The biggest issue iv'e had is being locked out for 10+ days with limited ability to perform my job. I feel local admins should have reset/lockout permissions back to help streamline our issues.,not applicable
"I find warnings every time a ticket is entered and I think it's a debug. often does not send the email to the requestor. to print a ticket you have to do 6 different steps, this is a big waste of time",not applicable
"Serviceinsight provides really good service. However, sometimes the Si7 takes a long time to load on Job Steps.  And it won't be able to type on the next service list box until the last one has been autosaved. ( For the PM work order that I have, it has 80+ list inspection items, it will take a while) if the job step can provide the customer with a manual save/autosave option or upload faster, that will be wonderful.  Thanks",not applicable
" it is limited in its ability to allow mass updates to key data in one view, ",not applicable
"2. There are instances when I cannot click on NTE request, not sure if the system will time out by itself. As a work around, I log out and log in, most cases, twice just to ensure the button works. ",not applicable
its slow and reports are ridiculously difficult to pull correctly and with what you actually need,not applicable
Loading time for assignment data right now is terrible on imfm. It can take a couple minutes to load and if I'm busy and the screen times out i have to start over again,not applicable
"Mobile app version can't be logged in and used. Desktop version is not user friendly, slow to load data and very difficult to use the filtering function.",not applicable
"Sometimes the platform as such has speed problems or integration with other platforms, for example: MyBuy, generation of emails or notifications, it is slow to load files",not applicable
"There seems to be a constant delay when loading screens. Oftentimes, it is necessary to refresh the screen several times before the screen loads. another aspect that could use improvement is the ability to select the data you would like to extract in reports instead of a blanket data set that is pulled when running a report.  Having the ability to select the data you need would be beneficial.  ",not applicable
Costs reporting very poor and does not provide detailed finot applicablencial information without need to manually compile and assess multiple reports.  ,not applicable
"I'd love to help. There is a lot of manpower being paid, on every single account, to recreate workarounds to make up for Kahua's system limitations. Call me.",not applicable
"Regarding Kahua: CBRE has had to create many tools (Smartsheets, BI, Vantage) just to ""work around"" Kahua for reporting, tracking, data visibility etc. This is strong evidence  that Kahua is a weak point in productivity and capability. ",not applicable
kahua is time consuming and clunky. ,not applicable
"We need a better tracking tool other than Kahua. Its slow, clunky and does not work well with Office which is what we use for everything else. ",not applicable
"Oh boy, where to start. - Update the look and not applicablevigation functionot applicablelity so it doesn't look and feel like a website from 2003 - Make it so the program doesn't have all sorts of weird bugs whenever more than one tab is open, or in general - Search function is incredibly limited - Alignment between searchable criteria and exportable data - Revamp the way you communicate through the platform (i.e. comment vs. email comment) - Customizable notification settings for individual users or groups of users on individual or groups of work orders",not applicable
"I have to close out, clear history and cache, and log back in multiple times a day to due to error messages and latency issues. It would be nice to not have to do that. ",not applicable
I have to refresh the page on almost every service request that I open. The screen freezes and I have to refresh sometimes 3 times. And that happens no matter what browser I use. And cookies and history clear every time I close it.,not applicable
"It doesn't always work smoothly, I have to log out of it several times to get the correct info. to populate for me and sometimes the work orders get sent for the wrong facility if you work at multiple facilities.  ",not applicable
"It runs very slow, and there are lots of glitches",not applicable
"It's literally the worst CMMS I've ever used.  From frequent crashes, ""spinning wheel of death"", buttons not working at different times, comments not logging, etc. it's just very unreliable.  I have a team of techs that are constantly dealing with login issues, can't get into work orders, geolocation isn't working.  My vendors complain constantly about having to use it.  Before I make a recommendation for changes to be made, the whole program needs to be made more reliable.  That's it.  Make it work right.",not applicable
"Mostly it's just outdated and buggy. The new UI for example rarely works. You have to constantly clear your cache and refresh the page several times to get it to fully load. I prefer working in the old UI, even if it is outdated.  The most difficult part of fmPilot is the quoting and invoicing forms, though. Markups process incorrectly. Often times there's a phantom empty line item you can't remove, which adds an extra markup to client costs. For any remotely complex job, the description field doesn't let you adequately describe it due to the character limits.",not applicable
There seems to be issues where my page keeps getting frozen on a grey screen and i have to refresh often until the page loads. There are also some issues when i have multiple work orders open on different tabs and a comment that i place in one work order gets placed on a completely different work order,not applicable
too many times i put in  a work order adn after typing it all in it will not go through.  I have to wait a day or two before it will go through.,not applicable
In general the software serves its purpose but the program has been down quite a bit during the time I have worked for CBRE. This year we had the issue with hacking or mal-ware...but there are frequently issues with MFM. It just seems like CBRE devotes great resources to systems that are less important to the daily work of our FM teams. The impression that most of my reports have is that CBRE doesnt care about the system at all and doesnt devote resources to making it better.,not applicable
In general the software serves its purpose but the program has been down quite a bit during the time I have worked for CBRE. This year we had the issue with hacking or mal-ware...but there are frequently issues with MFM. It just seems like CBRE devotes great resources to systems that are less important to the daily work of our FM teams. The impression that most of my reports have is that CBRE doesnt care about the system at all and doesnt devote resources to making it better.,not applicable
Response time and attention has improved in the last several months. That has been the greatest difficulty in the past. Appreciate the notable difference. Continued prompt response and troubleshooting will help improve team satisfaction.,not applicable
"- Cost code selection is slow, and will erase input if done before the cost code has time to load - No Popup to show when session has become inot applicablective - Login screen is unsecure (for me to 'log in' is to just delete the section of the url 'https://sso.mainstreamsasp.com/PRD00177CFG/log in' "" - After creating a WO, if creating a second one, and switching back to the first, the title will duplicate to the other one, and affect both (or all if more then 2). This causes confusion for the vendor.  If you want to see these issues, I can show you. Email: Shtefan Sykora - SYKORA@UPS.COM .",not applicable
"Coming from using Corrigo this system is less efficient, slow, and lacks some of the tools other systems have. ",Feature Request/ Enhancement
"Do some research on the market and check how modern applications work. For example Singu FM or many, many others.",Feature Request/ Enhancement
"SI7 is always extreme slowly even i use Edge, chrome, deleted cookie and etc. and SI7 has bad optimization for the web interface - i use 32 inches monitor and it shows just 10 row on one screen",not applicable
Combine the number of clicks required in various apps to update project data with the slow responsiveness of the tool and we end up with a group of frustrated PMs that struggle to keep up with their project updates and reporting expectations. ,not applicable
" the ""reports"" that are available are typically only data/excel extracts. ",not applicable
Power BI - Profit reporting is not better than previous version. ,not applicable
I constantly have to refresh my browser 5plus times to get the page to load. It took me 20 plus minutes to create a work order on several occasions because it would not load and create the work order and then I have to refresh restart the work order process over and over again. I have tried on several web browsers.,not applicable
It's very slow to create WO's and not applicablevigate SI,not applicable
"MAKE IT MORE USER FRIENDLY.  TOO MANY POINTLESS DROP DOWN BOXES.  ALSO, SYSTEM CRASHED DOZENS OF TIMES EACH DAY FOR NO REASON.  VERY SLOW TO PROCESS AND MOVE FROM SCREEN TO SCREEN.  ",not applicable
SI7 can be quite slow when raising a ticket. I would like if there were click buttons to acknowledge a ticket as opposed to going in to the menu to change the status. I work on Reception so I can get easily distracted with Visitors.,not applicable
"Systems take long to load or refresh . Often kick out , Hard to find the vendor or a category of jobs .   If you want to know what kind of tools could beat SI7 , look at Monday app . This is very user friendly and efficient ",not applicable
The mobile app is terrible and could be a very useful tool if it was made better.,not applicable
"The performance and speed leaves a lot to be desired - you wait MUCH too long between steps. besides, you don't need this confirmation pop-up at all. You need two clicks each time and accordingly more time for a confirmation that a work step is done. this extends the time for a WO additionot applicablelly.",not applicable
"The thing I dislike the most about fmPilot is when I am putting together a larger quote. I have to pay attention to the time and click save every 5-10 minutes. I have had on multiple occasions where ive put together very large bids taking me over 30+ minutes and when i go to save it will like time out and ill loose everything from my quote and have to start over completely. The next thing i dislike is when I invoice a job, we have to wait for pending verification. Even though i have the invoice completed and submitted. I feel like if our invoice is already done, we shouldnt have to go back in again after verification status is complete, just to change the status again for our invoices submittal. When im done with a job, i invoice it and when the store verifies. That should be it, I shouldn't have to go change status again to submit our invoice. I forget about this all the time and it causes us more days waiting to be paid for our work. Or if we already have a signed work order, why do we have to wait up to 3 more days for the store to verify the work is done? If a Manot applicableger signed our work order, isn't that already verifying the works been complete? My last complaint would be when i get a work order with a DNE on it. I go out and look at the job to inspect and verify what all is needed to complete the scope. I dont get a MOD to sign the work order at that time, as i have the intent of doing the job. However, their have been times where i complete an inspection and get back to my office. I run the numbers for labor and material, realize i need a DNE increase and submit a quote. My quote doesnt get approved and i invoice for incurred. Then the invoice gets kicked back because i dont have a signed work order, this has happened at least 5-6 times. I dont think i should have to get a signot applicableture on a work order when we dont complete the scope thats detailed on the work order. I also shouldnt have to drive back out to a property for a signot applicableture, just for the cost of 1 trip charge. We have had to do this before as well and its more of a pain and takes more time to deal with it then what our trip charge is worth. I think a different way to invoice for our incurred trip charges should be available and they shouldn't require a signed work order either. ",not applicable
Things that would be helpful: *Ability to select multiple work orders and send one message or perform one function. *More intuitive flow between status updates. *Ability to have multiple fmPilot windows open at one time. ,not applicable
 Kahua is an absolute joke and regularly a waste of time. ,not applicable
About PDA I suggest to change/improve the approval process. In the last months it changed and now is impossible for us ask approval as the local approvers are pending or the same one cover more than one role. ,not applicable
"Currently the PDA tool currently does not work properly for the Netherlands projects, as e.g. suppliers cannot be added.",not applicable
"It is time consuming and is not local. It is not possible to cover all local needs and processes with one global unflexible tool. It is nice to have if you have few projects, but if you have many in your portfolio, it is unfortunot applicabletely not helpful.",not applicable
"I've been a part of the CBRE GWS team for a little over a month. During this time, I've found Kahua to not be extremely user friendly. My feedback so far includes lack of efficiency and how many clicks/steps are needed to get through workflows. It's almost like a Russian doll where you really need to dig into pages and steps to get to where you need. ",not applicable
Kahua is a very cumbersome stool for our account. It is generally disliked by the entire PJM population on our team,not applicable
"Kahua is a weak application as used on this account, processes for various items unclear and not well automated, it doesn't sum totals for example on the same page, understand that numerous improvements are being contemplated.",not applicable
Kahua is not a particularly effective project delivery tool. We should utilize software that is more intuitive for project delivery and makes lives easier for the PM's,not applicable
Kahua is often sluggish and I find myself waiting for several minutes at times for items to populate or process.,not applicable
Kahua is very slow and makes quickly updating information difficult. ,not applicable
"Kahua must be replaced. It is inefficient and the corporate requirement for it to be utilized is ridiculous. We as project manot applicablegers are already over extended, the last thing we need is a mandatory tool that makes our job more difficult. ",not applicable
Kahua was not helpful at all - I just used it as a tick box exercise.  ,not applicable
Kahua's user interface and functionot applicablelity increase time burden to the process rather than providing efficiencies. ,not applicable
"The tool typically is slow to respond, especially when using the web version (but even with desktop version...for clarity we are not allowed to download the desktop version on our client laptops). ",not applicable
"With regards to the user permissions, I feel Kahua Champions or on account Technology owners should have more autonomy over the day to day manot applicablegement. Raising tickets is time consuming and delays processes.  ",not applicable
"System is very slow, would be nice to have a customer made dashboard that I could view vs clicking on every section.  And we should be tracking customer Metrics as well. ",not applicable
"  In my case, every time we shared the tool with Intuit, the client did not enjoy the experience. The interface feels old and takes too long to load. ",not applicable
 It is so glitchy and cumbersome that attempting to use it creates extra work.,not applicable
 Kahua does not operate efficiently or effectively to run variable projects. ,not applicable
 Kahua is terrible to use,not applicable
Actually my dismay is with IMFM. It has continued issues.,not applicable
"After 6:30am CST SI is very very slow, somedays it takes a long time to access SI and remains that way throughout the day. ",not applicable
After 8 AM Central Time service insight is slow to load. Having to wait for new screen to load can be frustrating at times. ,not applicable
After crush in april i have problem with Target time is ''Quick list new'' because the date is constantly changing...,not applicable
"As a manot applicableger for such a large company, the recent large outage and the many short outages with the main portal and MFM are concerning. It seems like the company values its other sectors over facilities maintenot applicablence and as a result SI7 lacks the personnel resources to make it more reliable and effective. Its such an important tool for my and my teams daily use but it often feels like its taken for granted.  ",not applicable
Better signot applicablel strength & not so many logins per day,not applicable
"Constant refresh is needed.  i have to click refresh almost every time i change to a now screen. often times, it takes several times for the screen to load. ",not applicable
"Constantly getting kicked out of the mobile app makes things problematic, especially if someone else puts time on that work order. I have been locked out for weeks in the past because of this issue. ",not applicable
Constantly have to refresh a ton because it wont load.   Half the time it wont let me create a work order- I have to refresh and make it 3 plus times before it actually takes,not applicable
Cost related apps have no ability to do basic math functions.  ,not applicable
Find a way to keep it running instead of going down every other week ,not applicable
Fix some technical issues the work orders sometimes have and have a faster system.,not applicable
"Fix the system. Too slow especially, for some client websites.",not applicable
"Fix the website. Specially for the other clients, it's loading very slowly and sometimes it won't open.",not applicable
"FMpilot is easy to use until there are issues. It becomes extremely difficult when you are experiencing slowness or in some cases the screen freezing. But when it is running, it's easy to use. ",not applicable
"For almost 4yrs I have been using Kahua. It has not been an easy time. I have raised so many performance issue tickets, been part of the user testing and supporting the process. It has been quite difficult to be positive about it when it can be unstable, glitches, freezes.  ",not applicable
Frequent logouts from the program.,not applicable
Frequently experienced connectivity issues ,not applicable
I am frequently disconnected even minutes after re-connecting. The problem occurs more often when using the Client laptop from their secure network. It happens less often on hotspot or personot applicablel wi-fi.,not applicable
I am kicked out of the system regularly when working for long periods of time.  Overall it is a good work order system.,not applicable
"I am not continually in the system during my work day, it's one of the multiple tools that I use....the need to log back in seems quite frequent in comparison to other systems we run.   ",not applicable
I wish there is something to be doner in order for the fmP to work faster like it should be. Thank you.,not applicable
ie. PDA Tool is not user friendly and require further updates.,not applicable
improve its latency,not applicable
"In some cases, kahua has been difficult to work with due to the software failing. ",not applicable
It can be really slow to use.,not applicable
It freezes sometimes which makes creating work orders for clients harder. especially if we are in the middle of creating it and we'd have to re-do everything,not applicable
"It hours glasses me out.  Attaching invoices sometimes is quite painful.  This is the 7th time trying to submit these invoices since the end of August.  Once the invoice is attached, sometimes I have to attached 2 or 3 times before it recognizes that it is there.  I am just very frustrated with this system.  I use a lot of different systems and this is one of the ones that is the most painful.",not applicable
it is to slow to access/work ,not applicable
It would be ideal if Kahua was a bit more user friendly and had less glitches. ,not applicable
It's a tool that would be hard to do my job without. Thanks,not applicable
"I've only had to use Kahua, which is really slow, and I feel like the client doesn't check it and just wastes my time.",not applicable
"Kahua has a lot of capabilities, but it has a lot of latency issues. ",not applicable
"Kahua is a tool that adds value to the internot applicablel CBRE team to track and monitor every item of a project, but seems outdated when presented to high tech companies.   ",not applicable
Kahua is great for reporting but it's very slow.,not applicable
"Kahua is not intuitive at all, but it can be learned.  it is very slow, it opens slow, loads slow, saves slow, I would appreciate a more flexible, faster system that maybe didn't have as many unused features. ",not applicable
"Kahua is too cumbersome and we should consider a ""lighter"" tool for smaller project activity. ",not applicable
Kahua is very slow at times. We work weekly on Kahua champion calls to vocalize our concerns.,not applicable
Kahua speed needs to be improved. ,not applicable
Lag to run reports or Lag in general when entering work orders. Timing out of the system with no warning or notification,not applicable
Less crashes.,not applicable
Less laggy,not applicable
Less latency issues.,not applicable
Longer duration between logins is frustrating you start a work order roll back 1/2 - 1 hour later on the mobile ap and you are staring overall waste of time & resources,not applicable
"main issue is lagging of desktop site, every click can be a few seconds that all add up therefore less likely to usse it to full potential , also site and app logs out user too quickly so forever logging on, d ",not applicable
Make it load faster,not applicable
Make the aMFM app more stable for use. Especially when completing inspections.,not applicable
Many are times am not able to log in to SI 7 i keep getting messages to contact administrator to unlock my account. the downtime on SI 7 is also not good at all,not applicable
maybe extend the time before it times out.,not applicable
"Need to improve efficiency, ",not applicable
Not create an issue every time its updated.,not applicable
On my mobile and desktop it doesn't remember me and I have to go through long log in's each time which is frustrating.  ,not applicable
"Overall Service Insight is user friendly and intuitive. My main complaint is the fact I have to refresh it every 5 minutes in order for the QuickList to stay active. Or, if I am working on something, exit and come back, it appears to be 'active' when the second you hit something it has to refresh. It would be better to just time out completely and return to the log in screen if it can't stay actively running, so at least you don't falsely believe your info is active and correct when it's not. ",not applicable
Please improve the system it is so slow in opening up the system.  ,not applicable
Printing reports does not always work for what I need,not applicable
refresh and latency time is sometimes challenging,not applicable
Refreshing the screen when it goes grey is annoying ,not applicable
Service Insight could move a lot faster. It has a lot of glitches,not applicable
Service Insight is a very outdated program which often crashes so you have to reload and is also very slow program. This is very frustrating and time consuming. ,not applicable
Service insight still has mobile issues. The only resolve is to restart my phone almost once a day,not applicable
"Service Insights is a necessary tool to use for properly doing my job. I do however find that there are a number of glitches that occur that can make things difficult. But overall, it is a helpful tool.",not applicable
ServiceInsight is very easy to use but sometimes the SI is very slow and takes to much time to create a work order,not applicable
"SI has a lot of bugs still, even after the crash and update. Need to work on being better and user friendly.",not applicable
Sooooo many bugs..... Lag has improved lately... but it's generally still slow.,not applicable
"Speed,reduce the error timeouts",not applicable
Stop the errors that happen. Let us work longer without booting me out.,not applicable
Stop the lagging,not applicable
"System crashes a lot. On the mobile device you have to constantly swipe the app away then re log onto the app to continue working. Another area for improvement would be easier ways to upload photos, also when completing a field po, if it would automatically auto fill the work order number it would keep from having to write down or remember the work order. There are a few other options that in my option would be easier to use overall I'm satisfied with how it is laid out and preforms.",not applicable
"The largest challenge with utilizing fmP2 is the latency and/or system crashes - it is frequent enough (several times a week) that it impacts productivity and performance for myself, my team, and our client. It often results in escalations to a corporate level (several times a month) when they report that they want to use the system but get frustrated with the time spent trying to get it to load correctly.  All are aware to try different browsers to see what works best for them + the recommendation to clear cache/cookies daily to increase performance but it would be nice to be able to eliminot applicablete the need for these additionot applicablel tasks. If there is any opportunity to get this challenge turned around, I think that would eliminot applicablete a significant portion (if not all) the frustration the team and client sees with using this system. ",not applicable
The largest problem is speed. The more we can migrate the executable onto the local PC the faster the whole thing will run.,not applicable
the latency,not applicable
The only issue I have consistently is with login to the mobile app.  I usually have to try multiple times to login successfully. ,not applicable
The only tool I have been trained on is Kahua.  Kahua is extremely slow.  It eats alot of my time in reporting and my staff time in input.   ,not applicable
"The overall performance is poor the web pages take a long time to load. The controls used in the pages to save, reassign and to make changes are also very slow. ",not applicable
The site a bit slow to load from section to section. Otherwise it is a great tool to be able to put non emergency problems into.,not applicable
The speed of the system and onboard RAM needs to be improved and documents like Spend Authority should be integrated into the system.,not applicable
"The system is clunky, kicks you out often while working and there are areas that definitely could use some updating to make users jobs easier. It often feels very outdated.",not applicable
The system is often extremely slow when entering or pulling up existing information. It makes interactions w/clients longer and is frustrating when trying to access information.,not applicable
The system is very slow Also it seems to log out randomly sometimes at last 3 times a day.  When a quick list is run and then you try to do another it logs out ,not applicable
The tool is incredibly slow,not applicable
The web page loads too slowly.  Honeywell customers should have a prompt to enter their email instead of Usernot applicableme.,not applicable
"The website is slow a buggy. As a company we often times have issues submitting quotes. When we are logged out due to inot applicablectivity it takes a long time to get logged back in and sometimes when we log back in, our accounts are not listed so we have to log out and log back in again. I'm not a fan.",not applicable
"There are only issues when the app goes down. The IVR phone line is very unpredictable, sometimes it wont recognize check ins and we need to check in again when we're checking out, thus the time onsite isn't recorded. The app is fanot applicabletstic.  ",not applicable
"Unfortunot applicabletely, the Platform is very slow and loads slowly, looks like a 20-year-old website. ",not applicable
Very often Kahua runs very slow.  It is too cumbersome and not friendly for updating multiple projects when you have 100+ projects.,not applicable
"why can fmPilot not work in all browsers?  Why are some functions not available while using specific browsers?  Trying to find the ""correct"" browsers to use to do my job can be difficult and time consuming for little to no reason.",not applicable
I would suggest that tools such as Kahua are used by everyone in projects including local delivery teams. As at present we are only using the tool on account I think a larger implementation and rollout would be beneficial ,not applicable
its pretty much spot on. Not a fault of quantum but i would like to be able to integrate more safety culture docs or shared folders with it. ,not applicable
"Quantum works for what I need, the only additions perhaps would be to make it more ICT functionot applicablel. At present it is very FM & ME related.",not applicable
A centralized project manot applicablegement tool (like Procore) would be great for CBRE. 95% of all project are already using this tool,not applicable
"Acho um meio de comunica?ß?£o muito ??til not applicable empresa, mas poderia ser melhor utilizado pelos usu?°rios do mesmo. (GT - 
I think it's a very useful means of communication in the company, but it could be better used by its users.)",not applicable
Overall cohesive and well arranged hovewer sometimes it gets a bit complicated,not applicable
I have worked for many brands and bar none the Team for FM Pilot is by FAR THE BEST! I am amazed at the very short response time and the professionot applicablelism of the teams that respond! Hat's off to your entire team!,not applicable
It's every thing it should be and more,not applicable
The platform is very useful for addressing work orders.,not applicable
Very User Friendly program,not applicable
" Not to mention the PMs workarounds.  I hope CBRE is working on an updated cloud based SaaS tool that is flexible, and has end users involved in development (from PM, finot applicablence, procurement at the minimum) -  I'd love to help. ",not applicable
 Programs like Estimator & Spacer are great resources and are easy to find. ,not applicable
"Capital planner, estimator, and other tools I have used are really good, ",not applicable
Develop portal tools for project types other than TI/Commercial renovation ,not applicable
Everything looks to be working out fine.,not applicable
"I think as a landing page, it is quite useful",not applicable
Its very simple to use and not applicablevigate around,not applicable
Let's quit trying to do a one size fits all solution for project manot applicablegers and let them use the tools that support their functions and how they work best.,not applicable
"no realizaria cambios , es muy estable la plataforma , muy amigable nos ayuda en el dia a dia a organizarnos y en especial manera en los cambios de turnos (GT - I would not make changes, the platform is very stable, very friendly, it helps us organize ourselves on a day-to-day basis and especially when changing shifts.)",not applicable
Overall I find it quite straigh forward to use with no unnecessary frills. ,not applicable
Overall it is good to have because we can track the WOs which are requested from the Employees as well as can track the PMs for execution & closure on time.,not applicable
Perfect,not applicable
Please don't change it!,not applicable
Quantum is the best application CBRE has. I have only had one issue which was quickly resolved. This makes my job very easy to do. ,not applicable
"Quantum keeps a summary of information in one place, and that is awesome to have.",not applicable
ServiceInsight works very well with my account and is very compatible. Very easy to learn and communicate with other subcontractors. ,not applicable
"Spacer and power BI are great,",not applicable
Spacer is ok but we instead try to upsell Workplace Strategy who lead on this type of field  ,not applicable
Thank you for your continuous improvement ,not applicable
Thanks for servy ,not applicable
"The only thing I like on the platform is PowerBI, Plans and PDA",not applicable
"the tools seem great, and an asset that we could take advantage of, however it is not easy to find anything.",not applicable
Why fix it if it isn't broken ,not applicable
works well as far as I know.,not applicable
"I'm not sure how it started, but Smartsheet started hosting Webinot applicablers for CBRE employees.    Super helpful but also a need way for employees to see what is out there amongst the tools we're using.    If something similar could take place with Power BI where individuals using that software could be brought together to be taught basics and advanced things I think that would be beneficial to CBRE as a whole. ",not applicable
  Alternot applicabletive software like Monday.com is more user friendly from a delivery aspect and enot applicablebles users to assign actions to users/owners. ,not applicable
  We should be using Procore to manot applicablege projects and store all documentation.  Thank you,not applicable
" These high tech clients are used to building top tier softwares and apps overnight, so not being able to make changes to the interface makes the tool lose credibility.",not applicable
 We mainly use MS Project and MS office tools.,not applicable
"In former companies i found easier ways, to administrate project both economy and documentation.  Programs like, Dalux witch can we can send to our FM departments and they will have the maintenot applicablence timeschedule, just from receive a file, garanties and more. without working, Therefor i recommend that ""we"" in projects use tools that produce value for the entire company, with minimum cost.",not applicable
Our project insight tool was much more PJM user and leadership reporting friendly.   Our previous tool I could run a report in seconds on any field I wanted. ,not applicable
Very inefficient to tools compared to our competitors. ,not applicable
"We have also recreated tools and software that were already working perfectly well (ie schedule manot applicablegement vs Microsoft Project, budget manot applicablegement vs Excel, project charter vs Word, etc.).  ",not applicable
My clients have been sending their requests to the iopropertyservices@cbre.com email address in order to get a work order number.  I understand it takes 24 hours but lately it has been taking a couple days for a simple access card request.  Can you make the emails that clients/tenot applicablents use to sent requests consistent?  A lot of clients/tenot applicablents still use the phone number and email for work order requests instead of the PSL website and are not willing to use the website because they've been using phone number and email method for 15+ years,Feature Request/ Enhancement
 It can be very glitchy and slow at times- Also the client side only works on firefox. ,not applicable
Fix bugs and improve speed. ,not applicable
Fix bugs and loading time.,not applicable
"The system could have local support, able to serve each market and training materials translated into several languages â€‹â€‹for use by the manot applicablegers of each contract, in addition, new users when registering do not automatically receive a password as already done in the past. thanks.",not applicable
Needs to be a better way to directly contact someone regarding outstanding work tickets ,not applicable
"When trying to contact someone via email through the portal it is takes forever to get a response, if at all. There needs to be better contact information for getting a hold of a responsible party for questions. ",not applicable
Been trying to get a facility added to me for over 4 months. Have been approved on my end but is still not on my company profile. Need IT help that users can call instead of constantly having to call CBRE for them to send e-mail to IT but  IT never calls back to help.,not applicable
You need to improve FsElite Connect BIG TIME...because we have problems clocking in and getting into the app...IT IS SUCH A BIG HEADACHE!,not applicable
Most of the time it makes me sign in more than once.,not applicable
1. The system needs to be able to be non 'helpdesk' capable,not applicable
Calling the IVR system makes getting crews clocked in / out quite difficult as the system does not allow enough time to get the web # entered and ends the call.  ,not applicable
Fix client website issues. ,not applicable
"I have access issues.  After a particular company onboarded, I am only able to access 1 of the two accounts.  If I get into 1, the other is locked out,  Even though the credentials are different for each account.",not applicable
Over a week to reset a password. Very Upsetting and disappointing with SUPPORT I getting. The same support I got when your system went drop for over a month earlier this year. ,not applicable
"Pricing is locked in and we do different levels of work that require different pricing. The Estimate to invoice transfer doesn't work most of the time. If you upload an invoice it doesn't recognize it even when we have already added the invoice number where asked, it tells you to upload it again - redundant waste of time. Things sometimes just disappear and then we are forced to do it all over again - wasted time. I am sure there are a few more quirks that I do not remember.",not applicable
"SIRequest bug reporting system not working. Even though we are supposed to launch it from July.   We have a test group at the client's. I receive information from the client that they can't submit a request or log in, I get login errors that we don't know what they mean. I've been getting a different error every time since last week and I can't complete the request every time. Below is a test login from this morning, I supposedly logged in, but I can't send the application",not applicable
Sometimes glitchy but otherwise a good working platform.  Rarely do we have payment issues which is good.,not applicable
Sometimes Quantum shows saving errors when you are creating or modifying shift handover.,not applicable
The aapp app keep crashing. ,not applicable
"Update equipment on the work orders when we submit them. Way too many glitches in this system, wont save information on 1st try. Have to re enter and try to save over and over until system finot applicablelly retains info. ",not applicable
CBRE has not trained and/or provided accessibility to all tools available to utilize for my day-to-day work responsibilities. I recommend CBRE create a PM platform/tutorial that demos all tools available and allows PM decide which one to pick and train on to help benefit them/their team to perform more efficiently. ,not applicable
"Firstly, I don't know what tools are available for project manot applicablegers. ",not applicable
